Image Filename,Page Number,Botanical Name,Common Name
001_rutgers_cooperative_extension_1.png,1,Rutgers Cooperative Extension,Water Resources Program
001_rutgers_cooperative_extension_2.png,1,Rutgers Cooperative Extension,Water Resources Program
006_amsonia_tabernaemontana_1.png,6,Amsonia tabernaemontana,Eastern blue star
006_amsonia_tabernaemontana_2.png,6,Amsonia tabernaemontana,Eastern blue star
006_amsonia_tabernaemontana_3.png,6,Amsonia tabernaemontana,Eastern blue star
007_aquilegia_canadensis_1.png,7,Aquilegia canadensis,Red columbine
007_aquilegia_canadensis_2.png,7,Aquilegia canadensis,Red columbine
008_arisaema_triphyllum_1.png,8,Arisaema triphyllum,Jack-in-the-pulpit
008_arisaema_triphyllum_2.png,8,Arisaema triphyllum,Jack-in-the-pulpit
009_asclepias_incarnata_1.png,9,Asclepias incarnata,Swamp Milkweed
009_asclepias_incarnata_2.png,9,Asclepias incarnata,Swamp Milkweed
010_asclepias_syriaca_1.png,10,Asclepias syriaca,Common Milkweed
010_asclepias_syriaca_2.png,10,Asclepias syriaca,Common Milkweed
011_asclepias_tuberosa_1.png,11,Asclepias tuberosa,Butterfly Milkweed
011_asclepias_tuberosa_2.png,11,Asclepias tuberosa,Butterfly Milkweed
012_baptisia_australis_1.png,12,Baptisia australis,Blue Wild Indigo
012_baptisia_australis_2.png,12,Baptisia australis,Blue Wild Indigo
013_caltha_palustris_1.png,13,Caltha palustris,Marsh Marigold
014_chelone_glabra_1.png,14,Chelone glabra,Turtlehead
014_chelone_glabra_2.png,14,Chelone glabra,Turtlehead
015_coreopsis_lanceolata_1.png,15,Coreopsis lanceolata,Lanceleaf tickseed
015_coreopsis_lanceolata_2.png,15,Coreopsis lanceolata,Lanceleaf tickseed
016_echinacea_purpurea_1.png,16,Echinacea purpurea,Purple Coneflower
016_echinacea_purpurea_2.png,16,Echinacea purpurea,Purple Coneflower
017_eupatorium_coelestinum_1.png,17,Eupatorium coelestinum,Blue mistflower
017_eupatorium_coelestinum_2.png,17,Eupatorium coelestinum,Blue mistflower
018_eupatorium_dubium_1.png,18,Eupatorium dubium,Little Joe Pye weed
018_eupatorium_dubium_2.png,18,Eupatorium dubium,Little Joe Pye weed
019_eupatorium_maculatum_1.png,19,Eupatorium maculatum,Spotted Joe Pye weed
019_eupatorium_maculatum_2.png,19,Eupatorium maculatum,Spotted Joe Pye weed
020_eupatorium_perfoliatum_1.png,20,Eupatorium perfoliatum,Common boneset
020_eupatorium_perfoliatum_2.png,20,Eupatorium perfoliatum,Common boneset
021_eupatorium_purpureum_1.png,21,Eupatorium purpureum,Joe Pye Weed
021_eupatorium_purpureum_2.png,21,Eupatorium purpureum,Joe Pye Weed
022_eurybia_divaricata_1.png,22,Eurybia divaricata,White wood aster
022_eurybia_divaricata_2.png,22,Eurybia divaricata,White wood aster
023_helenium_autumnale_1.png,23,Helenium autumnale,Common Sneezeweed
023_helenium_autumnale_2.png,23,Helenium autumnale,Common Sneezeweed
024_heliopsis_helianthoides_1.png,24,Heliopsis helianthoides,Smooth oxeye
025_hibiscus_moscheutos_1.png,25,Hibiscus moscheutos,Swamp rosemallow
025_hibiscus_moscheutos_2.png,25,Hibiscus moscheutos,Swamp rosemallow
026_iris_versicolor_1.png,26,Iris versicolor,"Blue flag, Blue water iris"
026_iris_versicolor_2.png,26,Iris versicolor,"Blue flag, Blue water iris"
027_liatris_spicata_1.png,27,Liatris spicata,Dense blazing star
027_liatris_spicata_2.png,27,Liatris spicata,Dense blazing star
028_lilium_superbum_1.png,28,Lilium superbum,Turk's Cap Lily
028_lilium_superbum_2.png,28,Lilium superbum,Turk's Cap Lily
029_lobelia_cardinalis_1.png,29,Lobelia cardinalis,Cardinal flower
030_lobelia_siphilitica_1.png,30,Lobelia siphilitica,Blue Lobelia
030_lobelia_siphilitica_2.png,30,Lobelia siphilitica,Blue Lobelia
031_mimulus_ringens_1.png,31,Mimulus ringens,Monkey Flower
031_mimulus_ringens_2.png,31,Mimulus ringens,Monkey Flower
032_monarda_didyma_1.png,32,Monarda didyma,Bee-balm
032_monarda_didyma_2.png,32,Monarda didyma,Bee-balm
033_monarda_fistulosa_1.png,33,Monarda fistulosa,Wild Bergamot
033_monarda_fistulosa_2.png,33,Monarda fistulosa,Wild Bergamot
034_penstemon_digitalis_1.png,34,Penstemon digitalis,Foxglove Beardtongue
034_penstemon_digitalis_2.png,34,Penstemon digitalis,Foxglove Beardtongue
035_phlox_divaricta_1.png,35,Phlox divaricta,Woodland Phlox
036_phlox_paniculata_1.png,36,Phlox paniculata,Garden Phlox
036_phlox_paniculata_2.png,36,Phlox paniculata,Garden Phlox
037_phlox_stolonifera_1.png,37,Phlox stolonifera,Creeping Phlox
037_phlox_stolonifera_2.png,37,Phlox stolonifera,Creeping Phlox
038_physostegia_virginiana_1.png,38,Physostegia virginiana,False Dragonhead
038_physostegia_virginiana_2.png,38,Physostegia virginiana,False Dragonhead
039_pycnanthemum_virginianum_1.png,39,Pycnanthemum virginianum,Virginia Mountain-mint
039_pycnanthemum_virginianum_2.png,39,Pycnanthemum virginianum,Virginia Mountain-mint
040_rudbeckia_fulgida_1.png,40,Rudbeckia fulgida,Orange coneflower
040_rudbeckia_fulgida_2.png,40,Rudbeckia fulgida,Orange coneflower
041_rudbeckia_hirta_1.png,41,Rudbeckia hirta,Black-Eyed Susan
041_rudbeckia_hirta_2.png,41,Rudbeckia hirta,Black-Eyed Susan
042_rudbeckia_laciniata_1.png,42,Rudbeckia laciniata,Cutleaf Coneflower
042_rudbeckia_laciniata_2.png,42,Rudbeckia laciniata,Cutleaf Coneflower
